GENERO,EDAD,PERSONAS_EN_CONDICION_DE_DISCAPACIDAD,HOMBRES_Y_MUJERES_CABEZA_DE_FAMILIA,ADULTO_MAYOR,GRUPOS_ETNICOS_AFRO_INDIGENA,TIPO_DE_SEGURIDAD_EN_SALUD,NIVEL_EDUCATIVO_QUE_TIENE_O_CURSA,CONDICION_OCUPACIONAL,BARRIO_O_VEREDA_DE_RESIDENCIA,ZONA_DE_RESIDENCIA,PUNTAJE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,RANGO_EDAD
F,25,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,16-25
F,25,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,9- PROFESIONAL,BUSCANDO EMPLEO,CONSOTA,URBANO,6,Alto,16-25
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,14- NINGUNO,AMA DE CASA,CONSOTA,URBANO,8,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,14- NINGUNO,ESTUDIANTE,CONSOTA,URBANO,6,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,14- NINGUNO,ESTUDIANTE,RIO OTUN,URBANO,6,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,PUERTO CALDAS,RURAL,8,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,BOSTON,URBANO,5,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CAIMALITO,RURAL,6,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CONSOTA,URBANO,5,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,26,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,PUERTO CALDAS,RURAL,4,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,VILLA SANTANA,URBANO,4,Alto,26-35
F,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,36-45
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLAVICENCIO,URBANO,1,Bajo,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,DEL CAFE,URBANO,1,Bajo,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CUBA,URBANO,1,Bajo,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,ESTUDIANTE,FERROCARRIL,URBANO,1,Bajo,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,PUERTO CALDAS,RURAL,4,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,BOSTON,URBANO,3,Alto,26-35
F,27,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,27,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,INDEPENDIENTE,OLIMPICA,URBANO,3,Alto,26-35
F,27,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,8- TECNOLÓGICA,INDEPENDIENTE,BOSTON,URBANO,5,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,AMA DE CASA,CAIMALITO,RURAL,6,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,DESEMPLEADO,BOSTON,URBANO,4,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,VILLA SANTANA,URBANO,1,Bajo,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,DESEMPLEADO,VILLA SANTANA,URBANO,4,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,1- PREESCOLAR,AMA DE CASA,TRIBUNAS CORCEGA,RURAL,8,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,VILLA SANTANA,URBANO,8,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,BOSTON,URBANO,3,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,28,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,28,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CONSOTA,URBANO,7,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,CAIMALITO,RURAL,4,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,SAN NICOLAS,URBANO,3,Alto,26-35
M,21,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,CENTRAL,URBANO,0,Bajo,16-25
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,INDEPENDIENTE,VILLA SANTANA,URBANO,1,Bajo,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,DESEMPLEADO,EL JARDIN,URBANO,4,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,FERROCARRIL,URBANO,7,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,SAN NICOLAS,URBANO,5,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,6- NORMALISTA,AMA DE CASA,SAN JOAQUIN,URBANO,5,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,FERROCARRIL,URBANO,6,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,29,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,29,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,VILLA SANTANA,URBANO,7,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",POBLACION VINCULADA,8- TECNOLÓGICA,ESTUDIANTE,SAN JOAQUIN,URBANO,4,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,CONSOTA,URBANO,3,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,DESEMPLEADO,SAN NICOLAS,URBANO,4,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,AMA DE CASA,VILLA SANTANA,URBANO,3,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,DESEMPLEADO,COMBIA ALTA,RURAL,5,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,ORIENTE,URBANO,1,Bajo,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,14- NINGUNO,AMA DE CASA,FERROCARRIL,URBANO,8,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,14- NINGUNO,AMA DE CASA,TRIBUNAS CORCEGA,RURAL,9,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,TRIBUNAS CORCEGA,RURAL,8,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,NINGUNO,VILLA SANTANA,URBANO,5,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,BUSCANDO EMPLEO,PUERTO CALDAS,RURAL,7,Alto,26-35
F,49,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,PINARES DE SAN MARTIN,URBANO,0,Bajo,46-55
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,FERROCARRIL,URBANO,5,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,FERROCARRIL,URBANO,6,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,9- PROFESIONAL,DESEMPLEADO,CONSOTA,URBANO,6,Alto,26-35
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,9- PROFESIONAL,DESEMPLEADO,SAN JOAQUIN,URBANO,6,Alto,26-35
F,30,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,7,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CONSOTA,URBANO,1,Bajo,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,VILLA SANTANA,URBANO,7,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,ESTUDIANTE,VILLA SANTANA,URBANO,5,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,BOSTON,URBANO,5,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,FERROCARRIL,URBANO,3,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,FERROCARRIL,URBANO,5,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),BUSCANDO EMPLEO,VILLA SANTANA,URBANO,6,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,AMA DE CASA,PUERTO CALDAS,RURAL,6,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,AMA DE CASA,VILLA SANTANA,URBANO,5,Alto,26-35
F,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,3,Alto,
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,VILLA SANTANA,URBANO,3,Alto,26-35
F,31,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,BOSTON,URBANO,7,Alto,26-35
F,31,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,CONSOTA,URBANO,3,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,CONSOTA,URBANO,3,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,CENTRO,URBANO,1,Bajo,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,1- PREESCOLAR,AMA DE CASA,VILLA SANTANA,URBANO,7,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,13-UNIVERISITARIO,ESTUDIANTE,BOSTON,URBANO,3,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,BOSTON,URBANO,5,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CAIMALITO,RURAL,6,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,FERROCARRIL,URBANO,5,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,PUERTO CALDAS,RURAL,6,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,SAN JOAQUIN,URBANO,6,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,VILLA SANTANA,URBANO,6,Alto,26-35
F,32,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,CONSOTA,URBANO,3,Alto,26-35
